代码,名称,GB2,CLSOE2,每股收益,每股净资产,净资产收益率,每股经营现金,每股公积金,每股未分配,股东权益比,净利润同比,主营收入同比,销售毛利率,调整每股净资,总资产,流动资产,固定资产,无形资产,流动负债,长期负债,总负债,股东权益,资本公积金,经营现金流量,投资现金流量,现金增加额,主营收入,主营利润,营业利润,营业外收支,利润总额,净利润,未分配利润,总股本,无限售股合计,A股,64组换手,64组涨幅,64组振幅,64组总量,64组总额,64组上涨%,MACD,BBI,MA,BIAS,KDJ,W&R,PSY,OBV,ASI,BOLL,VSTD,ADTM,ATR
'600117',西宁特钢,0.085,4.54,0.01,3.011,0.00 ,-0.238,1.954,-0.128,12.871,3.881,42.529,16.537,2.995,2444766,688504,1015958,78248,1543005,529882,2072887,314655,204238,-24882,-758,1326,165600,25713,1418,-8,1410,1125,-13412,104512,74122,74122,119.45%,-11.15%,36.06%,8853282,473965.34,54.69,-0.08,4.585,4.586,4.405,65.024,37.288,66.667,83666480,-1526.18,4.613,67726.984,0.175,0.46
'300018',中元股份,-0.115,6.249,0.0111,3.011,0.00 ,-0.0512,1.304,0.689,87.262,-48.871,18.447,61.855,3.009,172756,98785,5425,3724,14908,320,15227,150752,63172,-2480,-2694,-5174,6948,4206,1102,190,1292,539,38261,48446,34592,34592,144.08%,-12.89%,42.75%,4984007,320149.94,51.56,-0.112,6.172,6.1,-20.113,26.14,98.913,33.333,10620180,-832.802,6.399,20375.127,-0.572,1.339
'002342',巨力索具,-0.216,5.1,0.009,2.507,0.00 ,-0.0995,0.701,0.681,59.845,-39.123,2.298,17.94,2.479,402088,227424,140816,15265,124966,36495,161461,240628,67299,-9548,-2567,-15541,33468,5763,615,374,988,860,65377,96000,88114,88114,89.72%,-31.81%,48.63%,7905459,444167.84,50,-0.214,4.949,4.888,-24.468,33.864,98.148,41.667,49923528,-789.958,5.202,21993.027,-0.723,1.4
'000400',许继电气,-0.185,9.72,0.0275,7.521,0.00 ,-0.303,0.827,5.179,52.424,-44.261,-21.054,23.403,7.52,1450375,1235936,116881,38376,633117,2332,635449,760345,83429,-30583,-2699,-33282,89488,20664,3236,278,3514,2769,524215,100833,100818,100818,51.96%,-32.90%,44.15%,5238914,589721.56,45.31,-0.535,9.638,9.422,-19.124,18.829,99.34,33.333,43659988,-2579.882,10.324,14213.62,-0.891,2.05
'601989',中国重工,-0.135,5.09,0.013,3.668,0.00 ,-0.0086,1.974,0.623,41.714,-0.995,-41.931,8.217,3.663,20119194,14439630,3189029,546137,9192852,2563121,11755973,8392509,4516254,-19673,492,68083,611516,44594,30391,551,30942,27431,1426628,2287979,1836167,1836167,33.77%,-33.06%,35.89%,61998604,3398129.25,45.31,-0.17,5.004,4.92,-19.343,31.8,98.462,33.333,367755040,-534.634,5.259,228631.016,-0.761,1.1
'002160',常铝股份,-0.166,5.64,0.0165,4.536,0.00 ,-0.0484,3.015,0.454,51.188,-45.158,8.075,14.665,4.534,641824,330832,157984,15945,304371,9025,313396,328534,218360,-3508,-2216,-5832,92639,13309,1367,-11,1356,1214,32901,72427,60205,60205,100.90%,-45.49%,45.49%,6074571,391599.38,40.63,-0.283,5.53,5.404,-23.65,38.395,98.315,41.667,23045652,-1135.975,5.921,18080.094,-0.535,1.5
'600375',华菱星马,0.108,4.75,0.02,4.966,0.00 ,0.144,4.795,-1.015,24.484,12.014,6.462,14.349,4.955,1127295,602663,293638,78746,805585,37907,843492,276011,266488,7980,-9022,-1565,146880,19546,998,28,1025,973,-56412,55574,55574,55574,47.96%,3.68%,15.34%,2665460,131453.67,45.31,-0.03,4.84,4.864,4.178,67.027,7.547,33.333,31596714,-1465.893,4.861,19542.834,-0.021,0.36
'600892',大晟文化,0.023,10.41,0.01,3.533,0.00 ,0.0084,2.067,0.451,72.486,-9.178,64.22,91.461,3.52,272715,96498,879,1577,54499,17401,71901,197681,115622,471,12785,6826,5122,4638,970,-7,963,697,25254,55946,25160,25160,98.74%,-15.16%,26.71%,2484347,250655.98,37.5,0.066,10.004,10.078,-17.157,42.732,95.489,33.333,4049902,-45.245,9.811,42979.531,-0.072,2.08
'300209',天泽信息,-0.089,18.67,0.02,7.172,0.00 ,-0.354,5.117,0.995,77.84,23.537,2.517,37.704,7.135,269135,149542,10241,11557,57841,914,58755,209494,149480,-10347,162,-7422,13145,4889,706,-2,704,722,29073,29212,25090,25090,118.26%,-15.84%,40.89%,2967056,546929.19,48.44,-0.134,18.196,18.432,-19.435,37.535,98.056,33.333,7190070,-863.439,18.399,45963.84,-0.233,3.99
'002623',亚玛顿,-0.06,19.75,0.05,13.375,0.00 ,-1.224,9.282,2.702,43.263,6.694,-20.285,17.583,12.98,494656,204797,228794,18336,193794,86483,280277,214004,148517,-19593,-6411,-36476,26070,4315,1018,-12,1007,746,43227,16000,15957,15957,43.19%,-16.70%,23.49%,689193,131079.47,51.56,-0.013,19.062,19.21,-14.093,45.455,97.257,50,5136529,-1684.952,18.98,4765.756,-0.233,3.3
'000009',中国宝安,-0.079,6.11,0.0164,2.332,0.00 ,0.0469,0.366,0.856,18.243,5.263,59.543,39.263,2.261,2747296,1854819,364551,105401,1133599,612246,1745845,501191,78779,10076,-31614,-43234,202083,71316,9930,842,10772,3523,183999,214935,211986,211986,55.94%,-18.58%,30.41%,11858946,720478.5,53.13,-0.113,5.85,5.83,-17.911,51.635,99.291,50,190240544,-1388.151,6.01,39435.539,-0.571,1.3
'002347',泰尔股份,-0.127,5,0.0089,2.526,0.00 ,-0.189,1.118,0.319,57.88,83.758,46.039,31.545,2.524,196133,141559,27552,6744,78635,3390,82025,113521,50257,-8475,-2649,-9052,12339,3695,527,-52,475,401,14318,44935,31899,31899,70.54%,-26.49%,35.12%,2250101,113989.66,54.69,-0.138,4.759,4.734,-19.566,55.381,97.521,58.333,9258056,-377.496,4.958,15588.83,-0.581,1.2
'002073',软控股份,-0.139,7.24,0.02,4.916,0.00 ,0.0025,2.166,1.409,53.078,10.11,2.714,22.606,4.912,866387,599243,142582,40919,244846,135015,379862,459863,202610,233,-13572,12671,59722,12800,1123,148,1270,1628,131786,93544,74852,74852,126.03%,-27.59%,44.83%,9433769,772691.44,46.88,-0.203,7.104,7.058,-20.477,35.039,97.475,33.333,27305564,-1682.031,7.302,31989.26,-0.535,1.62
'300080',易成新能,-0.038,5.83,0.0148,4.369,0.00 ,-0.0122,4.78,-1.5,32.133,381.647,194.129,18.965,4.202,683617,335229,215709,19377,303706,119611,423317,219664,240348,-612,-4343,-21748,81711,15143,4979,-10,4969,745,-75403,50280,50202,50202,48.07%,-30.13%,30.85%,2413301,144591.44,40.63,-0.072,5.694,5.65,-14.536,35.072,96.774,41.667,14488546,-1131.878,5.773,11719.209,-0.307,1
'002658',雪迪龙,-0.17,10.38,0.01,3.062,0.00 ,-0.0467,0.405,1.446,75.424,-46.824,17.622,46.525,3.033,266028,220208,15803,4697,20333,44331,64664,200649,24465,-2824,-57593,-9757,18328,8413,892,-4,889,663,91815,60488,30449,30449,72.38%,-31.34%,41.50%,2203782,242402.19,48.44,-0.356,9.758,9.688,-21.574,46.576,95.611,58.333,10647682,-1124.071,10.179,11061.522,-0.713,2.88
'002329',皇氏集团,-0.225,5.58,0.0114,3.287,0.00 ,-0.0482,1.403,0.824,47.769,-42.897,-1.058,28.33,3.256,578128,261356,67078,61904,182070,100802,282873,276163,117555,-4039,-8597,3031,44920,12442,1160,378,1538,953,69883,83764,51444,51444,125.53%,-38.40%,42.10%,6457683,395866.88,50,-0.234,5.444,5.376,-23.204,39.617,97.041,41.667,16722741,-639.247,5.742,17435.736,-0.695,1.46
'600847',万里股份,0.082,12.73,0.0154,4.47,0.00 ,0.0579,4.23,-0.76,79.935,313.529,53.842,14.777,4.47,85720,26014,28698,1970,16920,280,17200,68521,64836,888,-1261,-373,10573,1120,260,-24,236,236,-11644,15329,15329,15329,22.32%,2.26%,35.21%,342144,40999.34,46.88,0.173,12.297,12.65,-3.912,56.15,46.361,66.667,7455431,-1620.588,11.897,10327.543,-0.005,0.81
'300651',金陵体育,0.107,37.65,0.0277,8.115,0.00 ,-0.0957,3.282,3.507,73.826,6.759,10.347,48.818,8.093,83247,38572,19141,5701,21399,390,21789,61458,24852,-725,-5335,4905,4253,1980,308,-1,307,210,26563,7573,2634,2634,150.52%,1.73%,24.58%,396477,147832.73,34.38,-0.05,37.931,37.644,-1.824,14.661,99.231,33.333,156709,265.413,38.511,2985.252,0.061,0.55
'300518',盛讯达,0.048,49.59,0.0396,11.675,0.00 ,-0.156,5.254,4.92,74.718,-80.818,46.101,29.496,11.671,147216,57797,10462,3735,17691,19529,37220,109997,49044,-1461,187,-2358,6335,1836,-197,594,397,370,46952,9334,4679,4679,76.45%,0.98%,23.20%,357704,185159.64,46.88,-0.387,49.966,49.894,1.166,55.515,38.846,41.667,-87282,-752.043,50.36,638.732,-0.245,2.03
'601258',庞大集团,-0.099,2.24,0.007,2.014,0.00 ,-0.487,0.568,0.439,22.404,-60.82,-10.705,9.483,1.97,6000514,4308546,818191,471123,4418265,228172,4646437,1344331,379443,-325137,190343,-221143,1412348,127854,10773,168,10942,4580,293317,667466,653848,653848,45.65%,-18.75%,30.80%,29848946,690387.75,40.63,-0.054,2.187,2.158,-16.386,29.653,96.078,25,43008556,-295.258,2.261,42045.59,-0.768,0.44
'300440',运达科技,-0.16,8.53,0.0096,2.828,0.00 ,-0.157,0.63,1.167,72.274,-60.788,-4.769,50.509,2.828,178430,161609,12178,1929,48628,554,49182,128958,28747,-7157,-7370,-14450,8620,4305,579,12,591,438,53202,45599,44577,44577,83.98%,-19.43%,44.03%,3743649,328183.53,56.25,-0.138,8.392,8.41,-23.017,45.695,97.037,41.667,681465,-737.222,8.511,30845.715,-0.254,2.06
'002378',章源钨业,-0.099,8.14,0.0072,2.131,0.00 ,-0.108,0.623,0.306,54.529,90.688,14.917,15.307,2.101,361137,161993,119740,12383,152829,10848,163678,196924,57626,-9981,-2835,-12470,47198,6983,1194,16,1210,664,28324,92417,92324,92324,38.18%,-24.00%,31.65%,3525297,296664.53,53.13,-0.192,7.892,7.826,-18.107,43.521,99.462,41.667,26183788,-766.425,8.135,15996.579,-0.715,1.69
'002249',大洋电机,-0.192,5.94,0.01,3.818,0.00 ,-0.0341,2.22,0.442,53.001,-37.561,9.871,19.296,3.801,1707615,876633,217581,69269,554367,193573,747940,905055,526345,-8079,-10398,1078,194371,36099,2293,1448,3741,3128,104785,237043,136549,136549,50.84%,-30.66%,47.87%,6942331,443391.16,54.69,-0.194,5.628,5.572,-24.778,48.174,98.387,58.333,26721608,-741.895,5.83,43667.289,-0.648,1.74
'300708',聚灿光电,-0.244,25.14,0.01,2.722,0.00 ,0.0455,0.988,0.652,39.795,-89.109,-21.163,22.247,2.722,179868,76555,48199,5891,89040,19249,108290,71579,25434,1170,-21981,-8216,11517,2519,331,-4,326,245,18325,25733,6433,6433,1208.61%,-42.55%,50.67%,7774978,2182398.25,54.69,-1.315,25.052,24.242,-26.536,19.736,97.899,58.333,2074223,361.509,27.479,17708.199,-0.503,7.22
'600146',商赢环球,0.133,26.93,0.022,6.487,0.00 ,0.0147,5.586,0.023,71.176,40.965,46.471,35.715,6.453,428327,205619,8293,20891,81529,41931,123460,304867,262526,693,-15182,-4279,56983,20329,1056,-47,1009,1023,1081,46997,20000,20000,221.39%,23.08%,48.61%,4427800,1080490,57.81,0.17,27.429,26.982,-1.817,36.713,67.464,33.333,23444588,-1307.296,27.707,29403.805,-0.355,0.71
'002465',海格通信,-0.04,10.12,0.01,3.463,0.00 ,-0.0802,1.656,0.671,70.554,44.666,2.449,35.223,3.451,1158585,703543,135024,58600,250780,48835,299616,817429,381999,-18502,-30872,-62645,76249,26476,2402,66,2467,2670,173242,230740,187655,187655,96.83%,-3.64%,38.74%,18170072,1907137.13,48.44,-0.149,10.309,10.096,-14.468,20.386,97.388,25,24669484,-926.906,10.746,83759.68,-0.484,1.46
'600232',金鹰股份,0.04,6.04,0.0105,3.204,0.00 ,-0.205,1.089,0.786,65.019,-7.091,15.939,12.665,3.182,179747,128366,37736,6133,59283,413,59696,116869,39735,-7477,-721,-8414,23509,2772,623,-51,572,383,28662,36472,36472,36472,51.55%,-5.44%,26.88%,1879951,119345.54,48.44,-0.119,6.056,6.018,-1.718,69.113,43.374,50,35387504,-1307.738,6.243,3846.977,-0.591,0.62
'600199',金种子酒,0.086,7.19,0.0133,4.046,0.00 ,-0.331,1.261,1.533,73.54,17.127,-11.642,50.754,4.046,306542,183761,57911,28921,64812,15776,80588,225432,70080,-18410,-1653,-19163,30735,11527,761,102,863,739,85763,55578,55578,55578,72.34%,-9.76%,22.24%,4020407,277594.34,46.88,0.119,6.853,7.108,-12.517,52.406,88.816,50,61850528,-1034.027,6.562,146993.156,-0.164,0.99
'002505',大康农业,-0.075,2.39,0.0034,1.006,0.00 ,0.012,0.0467,-0.0174,30.491,-64.966,-24.467,12.87,1.002,1809319,1025530,318689,76989,939874,241356,1181230,551683,25632,6563,-21513,4064,365063,44378,3621,1056,4677,1850,-9521,548537,548462,548462,39.88%,-16.26%,35.77%,21872822,559284.5,32.81,-0.057,2.367,2.332,-12.465,18.078,97.778,16.667,15376944,-169.892,2.444,54155.934,-0.746,0.34
'002307',北新路桥,-0.071,6.85,0.0067,2.097,0.00 ,-0.274,0.54,0.444,9.545,28.777,33.931,11.871,1.973,1973433,1170342,52687,8077,958075,669077,1627152,188354,82173,-24577,-6833,41872,113335,12632,631,79,710,598,39846,89821,89171,89171,91.78%,-20.45%,35.91%,8184109,880158.19,51.56,-0.092,6.473,6.486,-18.974,54.419,95.933,58.333,63333436,-368.421,6.602,47159.848,-0.331,1.64
'600662',强生控股,-0.189,5.07,0.0101,3.099,0.00 ,0.0394,0.729,0.945,52.864,-44.659,5.613,12.514,3.07,617463,217735,200677,131164,228204,26281,254484,326414,76779,4147,-2379,1389,94873,10942,1960,32,1992,1067,99499,105336,105336,105336,79.19%,-22.71%,54.18%,8342029,454670.56,54.69,-0.156,4.881,4.854,-20.519,48.045,98.507,50,86539304,-1355.143,5.088,30754.568,-0.623,1.21
'002471',中超控股,-0.072,3.4,0.0049,1.482,0.00 ,0.0983,0.0211,0.397,20.486,-42.729,23.104,13.611,1.466,923729,717266,110430,27879,592184,44617,636801,189233,2676,12461,-2012,-520,142085,18829,451,235,686,619,51603,126800,125911,125911,35.86%,-26.42%,36.05%,4515408,175887.59,35.94,-0.107,3.388,3.348,-11.791,36.883,95.161,25,22690616,-385.24,3.503,16440.945,-0.737,0.45
'002580',圣阳股份,-0.151,6.32,0.01,3.311,0.00 ,-0.271,1.518,0.77,58.63,-38.89,13.377,14.821,3.311,199928,139066,42369,6233,59425,21520,80946,117216,53754,-9581,-297,-13411,36595,3958,504,9,513,392,27261,35406,29831,29831,303.94%,-27.58%,51.68%,9066731,789162.13,53.13,-0.61,6.592,6.326,-4.882,30.069,81.544,33.333,11781060,-460.018,7.417,22947.654,-0.676,0.83
'600582',天地科技,-0.08,4.29,0.012,3.582,0.00 ,-0.169,0.31,2.166,41.703,326.933,46.582,28.661,3.555,3604441,2628065,410902,221544,1213883,413093,1626976,1503170,128101,-70017,4722,-88196,297416,79899,10878,1196,12074,4933,917056,413859,413859,413859,17.51%,-28.81%,33.19%,7247621,322592.34,45.31,-0.065,4.142,4.124,-17.93,44.813,98.99,41.667,28392032,-916.028,4.216,48273.793,-0.633,0.89
'600621',华鑫股份,-0.147,14.72,0.02,6.158,0.00 ,-0.623,1.74,3.073,35.701,-53.224,-83.483,35.736,6.121,1829937,1593196,8477,4673,989935,151844,1141779,653298,184547,-66149,1416,-15931,2576,776,-478,431,-46,2141,325986,106090,53525,53525,274.86%,-30.42%,46.62%,14711854,1991337.5,53.13,-0.092,13.511,13.562,-28.592,55.923,95.387,50,67622112,-1489.698,13.823,117826.063,-0.64,5.18
'300202',聚龙股份,-0.4,19.85,0.0106,3.159,0.00 ,-0.131,0.248,1.677,70.309,-61.798,133.547,19.497,3.148,254737,187388,30923,5556,15381,56935,72316,179102,13599,-7189,-537,-7717,21521,4100,660,96,756,582,97643,54950,41140,41140,53.28%,-43.41%,74.07%,2192052,459274.25,46.88,-1.096,19.05,18.26,-45.008,12.292,98.289,33.333,3203687,-810.447,21.025,6286.739,-0.757,9.75
'601212',白银有色,-0.237,5.54,0.0049,1.447,0.00 ,0.0688,0.487,0.422,21.519,45.879,87.173,5.679,1.447,4689603,2338642,626796,636910,2215434,1104336,3319770,1009149,339406,47963,-19362,2555,1046760,55549,15881,-2052,13829,3431,294207,697297,196468,196468,95.15%,-45.90%,43.12%,18694068,1165385,43.75,-0.302,5.447,5.246,-22.684,20.513,99.558,41.667,28183650,12.011,5.924,109462.094,-0.636,1.46
'300348',长亮科技,0.284,33.164,0.0109,3.3,0.00 ,-0.359,1.475,0.862,73.96,305.444,22.39,53.642,3.288,145888,92484,25110,6866,28606,8633,37239,107898,47425,-11544,-599,-13126,15563,8303,750,-2,748,349,29525,32152,18620,18620,367.79%,66.33%,148.26%,6848311,1560307.38,59.38,2.958,29.491,31.739,-23.644,53.035,94.068,50,4693697,-549.807,24.998,83622.391,0.32,9.414
'300010',立思辰,0.15,14.12,0.0204,6.309,0.00 ,-0.277,4.336,0.993,65.987,-25.404,-15.726,44.984,6.283,833579,312650,28358,31868,187358,80343,267700,550050,378074,-24158,-26712,-27252,25783,11510,2192,30,2222,1779,86596,87306,64250,64250,166.67%,3.06%,56.69%,10708806,1287709.75,48.44,0.5,13.799,13.974,-16.572,43.038,96.515,25,14615730,-915.601,13.37,67635.906,0.083,2.47
'600718',XD东软集,-0.069,14.12,0.02,7.204,0.00 ,-0.939,0.762,4.577,72.078,1.173,1.805,36.268,7.155,1242105,562226,154700,54715,256545,75581,332126,895280,94740,-116684,25892,-86598,123653,43670,-638,1808,1170,2810,568773,124268,123663,123663,113.71%,2.49%,49.32%,14061758,2081604.25,50,-0.141,14.506,14.172,-11.075,8.861,97.297,33.333,70354696,-2494.827,15.012,130965.82,-0.217,1.5
'300648',星云股份,-0.108,27.945,0.0121,3.778,0.00 ,-0.211,1.666,0.99,81.124,-70.849,20.793,47.172,3.759,63887,47402,7939,6676,11841,1,11843,51828,29324,-2860,2786,122,4744,2167,128,2,130,164,14084,13540,4876,4876,150.26%,-16.20%,48.34%,732744,402164.19,48.44,-0.278,27.001,27.228,-14.948,55.215,90.263,41.667,232924,-3.803,27.381,2748.378,-0.542,5.265
'600094',大名城  ,-0.128,5.53,0.0152,4.749,0.00 ,0.0812,2.365,1.262,20.712,-86.523,64.19,38.631,4.744,5747362,4714890,41108,58,2866060,1599171,4465231,1190419,585402,20095,10678,25704,143141,45973,4428,82,4510,3752,327238,247533,247533,227661,9.64%,-26.27%,28.34%,2195663,141993.23,29.69,-0.193,5.563,5.518,-2.781,39.871,80.328,25,46112828,-900.99,5.756,13728.646,-0.586,0.18
'603536',惠发股份,-0.133,12.63,0.0124,3.669,0.00 ,0.255,1.061,1.492,62.489,-71.145,16.155,23.34,3.645,103440,40849,45705,8532,31604,7238,38842,64639,22623,4277,-2176,2100,19397,4183,328,-9,319,209,28073,16800,6025,6025,96.28%,-27.08%,37.16%,580147,97882.34,48.44,-0.298,12.447,12.416,-22.184,37.087,98.477,41.667,397116,-92.44,12.943,7600.188,-0.47,2.95
'601872',招商轮船,0.065,3.91,0.01,2.788,0.00 ,0.0806,1.386,0.641,39.899,-84.392,-21,10.611,2.733,3703503,734110,2475638,43083,710044,1129090,1839133,1477669,734466,42732,-50116,14928,139079,14756,1246,-103,1144,4718,339405,529946,472092,472092,10.56%,-15.98%,17.68%,4987428,192732.91,46.88,-0.004,3.804,3.854,-9.987,51.772,98.214,50,124824384,-698.287,3.766,64673.535,0.081,0.45
'002760',凤形股份,-0.2,23,0.02,5.498,0.00 ,0.298,2.689,1.461,53.778,137.765,9.789,16.611,5.49,89972,41064,37173,3406,17587,23999,41586,48385,23660,2622,6878,6414,10425,1554,-124,273,149,148,12860,8800,8708,8708,345.85%,-67.71%,70.94%,3011519,701172.31,43.75,-0.634,21.654,21.712,-28.221,39.575,98.996,58.333,2275918,-10.026,22.025,26859.924,-0.47,7.27
'002683',宏大爆破,0.257,11.54,0.0128,4.183,0.00 ,0.0904,2.265,0.812,49.288,-4.21,19.097,17.253,4.155,609562,333589,107259,18025,218257,62245,280502,300438,158907,6339,-13112,-3385,69291,11679,1404,12,1415,897,63958,70149,59583,59583,86.18%,16.58%,79.62%,5134912,464098.84,57.81,0.635,10.382,10.578,-19.65,52.332,99.12,58.333,8148202,-330.236,9.61,64151.559,0.189,2.99
'300703',创源文化,0.194,20.32,0.0147,4.641,0.00 ,-0.405,2.81,0.688,75.177,-89.868,-2.37,28.852,4.6,77802,57060,16831,1427,18245,1004,19249,58489,37724,-4855,-275,-5496,14308,3932,70,157,227,176,11053,12000,3000,3000,280.77%,8.27%,50.79%,842240,247177.31,57.81,0.602,20.302,21.428,-4.914,51.013,68.464,50,-146953,-338.895,19.505,20266.773,0.152,1.04
'002386',天原集团,0.081,7.58,0.07,6.25,0.00 ,0.173,2.76,2.095,29.315,326.901,35.166,9.414,6.195,1432150,422350,575635,65260,679571,316326,995897,419827,185366,11635,-6669,46348,297273,26538,5599,-403,5196,4979,140730,67168,67160,67160,86.94%,-7.73%,20.90%,5839085,420799.56,48.44,0.037,7.252,7.346,-7.42,55.662,91.304,41.667,23886368,-762.858,7.157,61121.277,-0.167,0.82
'603089',正裕工业,0.012,25.69,0.02,6.382,0.00 ,-0.56,3.229,1.792,71.08,-90.87,7.249,19.595,6.34,100283,71220,15795,6054,27997,1005,29002,71281,34445,-5976,397,-5700,20016,3786,242,-1,241,211,22316,10667,3145,3145,220.28%,-8.12%,36.51%,692898,158676.14,53.13,0.279,23.056,23.344,-17.98,50.553,99.063,41.667,726657,-282.131,22.752,13513.301,-0.033,6.4
'600844',丹化科技,0.032,5.25,0.0062,2.094,0.00 ,0.184,1.733,-0.695,60.564,-85.42,16.013,19.083,2.02,351478,53947,235026,17011,71666,4268,75934,212869,176198,18748,-11959,-8911,36077,6310,150,696,845,635,-70596,101652,101652,82273,28.42%,-11.84%,24.34%,2337834,138812.89,42.19,-0.071,5.587,5.534,-4.057,25.674,80,41.667,28759812,-2265.165,5.677,10278.661,-0.491,0.19
'002063',远光软件,-0.139,10.47,0.01,3.388,0.00 ,-0.41,0.447,1.713,83.605,2.522,15.04,61.508,3.378,245980,174416,17190,6368,25051,5447,30497,205652,27143,-24891,-33150,-52840,25710,15612,196,13,209,607,104004,60701,53511,53511,278.12%,-18.53%,38.14%,14882550,1625420,51.56,-0.298,10.645,10.384,-21.282,16.627,97.65,25,21849232,-1367.519,11.239,59961.656,-0.535,2.25
'002046',轴研科技,-0.108,8.36,0.015,5.031,0.00 ,-0.334,2.858,1.089,62.806,213.314,22.644,25.635,5.022,420866,212655,92537,41196,115679,27271,142950,264329,149845,-17522,-740,33594,34981,8565,1775,424,2199,737,57617,52435,34057,34057,50.37%,-19.47%,40.86%,1715339,147600.5,48.44,-0.14,8.116,8.1,-17.453,38.242,97.97,41.667,22961332,-902.432,8.288,12047.212,-0.27,1.66
'603313',梦百合  ,-0.032,21.48,0.02,6.385,0.00 ,-0.0402,3.71,1.351,67.775,-93.209,26.949,24.901,6.363,226109,131740,51504,12252,68853,2321,71175,153246,89033,-964,-8000,-9097,61122,14891,1264,-6,1259,457,32429,24000,8235,8235,100.25%,-25.21%,32.63%,825558,194314.08,51.56,-0.634,21.264,21.018,-8.667,48.224,93.447,33.333,2723106,-553.389,21.977,7611.4,-0.361,2.46
'600072',中船科技,-0.188,11.92,0.015,4.976,0.00 ,-0.475,3.312,0.377,33.377,245.579,-11.379,11.737,4.975,1097635,572119,39530,10959,441983,249036,691019,366363,243876,-34966,-1310,-15860,57983,6134,500,56,556,1106,27739,73625,60078,60078,139.98%,-25.49%,44.01%,8409871,1072909.25,51.56,-0.458,11.974,11.72,-22.594,34.558,97.525,41.667,51983000,-2757.218,12.896,25916.299,-0.763,2.81
'600058',五矿发展,-0.101,10.56,0.0211,4.718,0.00 ,-2.06,3.898,-1.092,30.87,144.726,-6.193,3.561,4.685,2448146,2082174,130186,68622,1640828,37198,1678026,755735,417867,-220805,-5073,-68681,1048245,35759,1103,485,1588,2266,-117026,107191,107191,107191,24.34%,-25.77%,34.75%,2608943,280853.78,51.56,-0.222,10.16,10.102,-19.475,40.572,99.623,50,79405792,-3087.847,10.544,14728.714,-0.751,2.39
'600883',博闻科技,-0.182,8.18,0.0083,2.775,0.00 ,-0.0025,0.0495,1.112,93.479,-94.938,119.563,-2.247,2.774,71090,39128,1313,188,2192,2444,4636,66454,1169,-58,88,29,1224,-36,204,-9,195,195,27207,23609,23609,23609,55.88%,-31.31%,34.08%,1319246,111654.52,50,-0.191,8.142,8.142,-21.469,30.65,98.667,41.667,24248666,-1759.251,8.426,26936.002,-0.625,1.77
'600894',广日股份,-0.203,7.56,0.0238,7.817,0.00 ,-0.0764,2.839,3.565,76.716,-78.918,15.3,13.166,7.802,891925,409986,122844,18026,183635,2900,186535,684247,244121,-6570,-47643,-57111,102687,13158,1806,52,1858,2045,318634,85995,85995,85995,22.08%,-32.99%,35.62%,1898884,159868.91,43.75,-0.35,7.418,7.254,-20.191,35.745,99.567,33.333,52750312,-1824.776,7.895,21314.5,-0.805,1.72
'002592',八菱科技,-0.276,22.04,0.02,7.311,0.00 ,-0.17,4.223,1.593,83.015,-83.639,-26.115,11.022,7.301,258062,101724,63457,5742,40892,2909,43801,214231,119661,-4808,42851,36386,17686,1734,853,13,866,643,52228,28333,20945,20945,29.42%,-49.54%,59.76%,616118,159023.28,42.19,-1.699,21.683,20.56,-37.343,14.699,98.692,25,5245431,-1535.363,24.213,8759.571,-0.9,9.02
'600880',博瑞传播,-0.063,4.73,0.01,3.34,0.00 ,-0.06,0.747,1.262,87.918,173.146,-10.191,23.728,3.325,415383,104583,30913,7566,27530,8731,36260,365195,81681,-6565,-467,-6636,16859,3736,158,970,1128,1047,138001,109333,73337,73337,55.21%,-26.63%,35.63%,4049091,207838.44,43.75,-0.169,4.522,4.54,-15.67,54.215,100,66.667,68852504,-1144.112,4.683,27937.646,-0.638,0.9
