代码,名称,GB2,CLSOE2,每股收益,每股净资产,净资产收益率,每股经营现金,每股公积金,每股未分配,股东权益比,净利润同比,主营收入同比,销售毛利率,调整每股净资,总资产,流动资产,固定资产,无形资产,流动负债,长期负债,总负债,股东权益,资本公积金,经营现金流量,投资现金流量,现金增加额,主营收入,主营利润,营业利润,营业外收支,利润总额,净利润,未分配利润,总股本,无限售股合计,A股,64组换手,64组涨幅,64组振幅,64组总量,64组总额,64组上涨%,MACD,BBI,MA,BIAS,KDJ,W&R,PSY,OBV,ASI,BOLL,VSTD,ADTM,ATR
'002322',理工环科,-0.04,14.3,0.03,7.486,0.00 ,-0.299,4.78,1.635,91.786,-69.628,-33.335,71.392,7.486,337350,129467,28198,5949,26642,1074,27716,309639,190261,-11919,4209,-15791,8957,6270,1651,8,1660,1382,76759,39803,28621,28621,73.66%,-11.89%,29.62%,2108128,332151.66,48.44,-0.302,14.139,14.224,-8.091,59.227,77.251,50,8786765,-1272.207,14.267,6230.566,-0.554,1.66
'000682',东方电子,-0.022,4.21,0.0057,2.604,0.00 ,-0.0456,0.464,0.308,36.693,-8.98,9.861,35.256,2.594,477243,384402,58794,9333,150296,8769,159065,175115,45377,-4458,2148,-1384,46514,15852,3189,9,3198,761,30092,134073,97802,97802,26.80%,-15.49%,23.67%,2621156,117093.44,46.88,-0.097,4.183,4.106,-7.244,18.431,94.595,33.333,131857544,-1456.383,4.338,10852.871,-0.625,0.43
'000679',大连友谊,-0.122,5.89,0.0183,3.801,0.00 ,-0.306,0.193,2.052,22.83,-42.538,-56.342,19.418,3.761,593384,476429,26764,15488,321822,123069,444891,135471,6883,-10905,-1,-7926,28525,4875,903,190,1093,652,73117,35640,35635,35635,33.75%,-22.71%,40.69%,1202854,74226.67,51.56,-0.144,5.769,5.762,-18.542,37.305,97.576,58.333,30057392,-1426.666,5.935,8793.436,-0.465,1.2
'002231',奥维通信,-0.089,7.65,0.0085,1.935,0.00 ,0.0607,0.466,0.384,76.835,132.463,-34.561,13.111,1.935,89848,83254,4543,227,19867,946,20814,69034,16615,2166,-9,-879,4947,620,630,1,632,302,13717,35680,28891,28891,100.72%,-25.92%,34.04%,2909948,231965.42,54.69,-0.284,7.631,7.55,-7.052,44.232,77.824,41.667,26900698,-838.547,8.021,45352.383,-0.521,1.15
'000905',厦门港务,-0.095,9.15,0.0224,5.058,0.00 ,0.0958,0.015,3.686,32.174,-44.309,19.437,3.001,5.02,834729,268865,354422,105944,317471,161122,478594,268563,795,5088,-13889,-905,354200,10087,4329,384,4712,1187,195725,53100,53100,53100,49.21%,-29.28%,33.21%,2613290,258318.31,48.44,-0.269,9.023,8.936,-16.078,39.064,97.423,50,57979824,-1626.393,9.397,8275.237,-0.742,1.64
'600463',空港股份,-0.206,9.434,0.02,4.673,0.00 ,-0.454,2.125,1.291,48.529,-22.266,43.526,17.091,4.641,289850,155875,7034,1865,129616,12903,142518,140663,63739,-13636,-13179,-11744,24327,3707,702,0.009,702,618,39213,30000,25200,25200,63.66%,-36.05%,42.79%,1604230,169193.55,50,-0.404,9.431,9.271,-24.08,25.309,99.676,41.667,21573840,-1065.421,10,6340.147,-0.737,2.324
'600155',宝硕股份,-0.102,8.917,0.04,8.589,0.00 ,0.267,7.888,-0.292,39.984,30.204,-52.129,64.174,8.575,3746672,2656165,22995,9095,1780168,435655,2215823,1498073,1372217,46451,-3833,59681,4288,2421,9131,39,9169,6505,-46728,173956,112824,112824,54.92%,-38.24%,36.90%,6196590,598905.44,42.19,-0.254,8.757,8.632,-15.524,24.907,84.98,33.333,42614788,-924.002,9.073,17947.928,-0.809,1.887
'000605',渤海股份,-0.205,16.87,0.035,8.122,0.00 ,-0.109,5.208,1.72,33.731,18.879,32.009,26.704,7.669,606547,202543,108494,192851,247410,111521,358931,204596,131193,-2747,-10562,8375,34949,8121,1068,-9,1060,880,43329,25190,19499,19499,203.15%,-11.68%,60.79%,3961331,721923.88,48.44,-0.486,17.081,16.878,-15.52,27.26,98.492,41.667,8519928,-2423.4,18.126,13782.345,-0.561,2.56
'002642',荣之联,-0.224,11.04,0.0295,6.362,0.00 ,-0.709,4.382,0.797,70.211,627.096,79.373,27.142,6.285,599500,345176,55267,14180,141182,37347,178529,420918,289923,-46871,-51652,-47869,53661,14470,1966,890,2855,1954,52717,66158,49576,49576,229.51%,-13.49%,57.80%,11378260,1404249.5,48.44,-0.552,11.258,11.04,-19.378,27.961,97.143,33.333,13915251,-1002.051,12.288,60353.59,-0.426,2.16
'300050',世纪鼎利,-0.171,7.46,0.02,5.004,0.00 ,-0.269,3.11,0.934,81.019,-62.1,18.514,39.974,4.064,346389,133466,10310,13528,63251,1661,64912,280640,174408,-15091,-125,-14827,19928,7857,1751,-25,1726,1190,52410,56086,36528,36528,179.08%,-16.25%,40.21%,6541521,542442,59.38,-0.281,7.431,7.336,-15.038,36.353,95.808,41.667,8443356,-1153.498,7.818,8334.766,-0.665,1.24
'600549',厦门钨业,-0.141,17.646,0.0213,4.752,0.00 ,-0.391,2.143,1.318,33.977,-77.091,42.811,15.394,4.678,2040656,1103736,546147,76535,1020285,141944,1162229,693361,335527,-55302,-25234,29683,341488,49307,8325,16,8341,3005,207989,141331,140605,140605,94.53%,-19.53%,32.85%,13291553,3288179.25,53.13,-0.615,17.103,16.879,-14.443,50.607,99.696,58.333,56019900,-2037.084,17.904,47458.715,-0.665,3.146
'600489',中金黄金,-0.153,8.75,0.02,3.928,0.00 ,0.0431,1.197,1.509,34.496,-34.334,-12.601,11.105,3.418,3929907,1619214,1235287,387039,1630133,718637,2348770,1355681,413278,14876,-6140,-19377,701805,71038,16840,-1073,15767,5786,520685,345114,345114,345114,72.06%,-25.00%,34.81%,24867812,2309820.5,45.31,-0.29,8.653,8.488,-18.802,37.226,97.685,41.667,103385400,-657.234,9.179,40185.684,-0.704,1.84
'300392',腾信股份,-0.304,11.2,0.005,1.239,0.00 ,0.0801,0.213,-0.0945,32.29,111.203,40.059,6.466,1.21,147369,105304,13763,2943,99698,40,99738,47586,8180,3075,-6,2619,33426,2044,103,107,210,202,-3628,38400,25858,25858,83.56%,-43.14%,48.43%,2160836,281350.75,40.63,-0.788,11.079,10.798,-22.374,17.862,92.487,41.667,1674093,-601.925,11.915,6400.995,-0.535,2.99
'002114',罗平锌电,-0.331,14.48,0.02,5.591,0.00 ,0.0738,4.624,-0.177,77.414,35.495,28.579,16.16,5.587,233567,60243,64227,94346,42326,9608,51934,180814,149544,2388,-1562,524,30731,4358,1026,9,1036,776,-5735,32340,32338,32338,62.29%,-52.25%,57.44%,2014448,313655.19,42.19,-0.805,13.417,13.028,-36.707,34.39,95,33.333,23624504,-1174.011,14.452,11626.514,-0.891,6.46
'000014',沙河股份,0.233,14.24,0.0156,3.678,0.00 ,0.379,0.0494,1.542,46.941,193.513,-30.198,24.924,3.668,158486,141303,1743,31,69777,8375,78152,74395,997,7646,-3,6876,6774,1469,-188,621,433,314,31312,20171,20171,20171,334.74%,25.70%,74.03%,6751840,886878.63,40.63,1.034,13.916,15.252,-8.662,67.455,45.203,58.333,36035716,-1741.135,12.262,228443.078,0.319,0.55
'002353',杰瑞股份,0.219,16.96,0.03,8.168,0.00 ,0.0828,3.864,3.107,75.946,44.81,24.174,27,8.168,1045303,753624,161670,35149,216936,9527,226463,793863,370118,7928,13576,9326,77628,20060,5212,119,5331,3351,309063,95785,66921,66921,85.87%,12.71%,37.43%,5746615,888836,57.81,0.405,16.646,16.964,-3.802,68.61,49.826,58.333,10110409,-1677.2,16.26,38030.219,0.256,0.8
'603036',如通股份,0.005,15.406,0.02,4.811,0.00 ,-0.071,2.026,1.577,90.868,-29.265,-2.15,35.461,4.811,107678,90193,12882,3283,5317,2641,7957,97845,41197,-1443,-34130,-35489,4178,1370,248,224,472,413,32079,20336,5084,5084,396.20%,-2.85%,37.95%,2014271,302707.5,54.69,0.083,15.063,15.417,-10.404,40.501,95.647,50,2621671,-67.274,15.001,25372.137,-0.153,1.706
'600540',新赛股份,-0.062,4.13,0.0056,1.333,0.00 ,0.17,1.709,-1.463,28.905,-26.811,72.095,7.235,1.332,217189,117104,70831,16612,152044,8538,160582,62778,80475,7989,-1529,4384,34801,2500,665,145,810,265,-68899,47092,47092,47092,82.15%,-5.56%,57.25%,3868421,178944.5,51.56,-0.105,4.208,4.178,-6.72,41.745,89.583,41.667,38314708,-816.7,4.437,4573.733,-0.714,0.27
'002570',*ST因美,0.005,4.9,0.0077,1.832,0.00 ,-0.0105,1.186,-0.606,37.91,-27.538,-35.804,50.47,1.832,494200,237807,150018,21993,242446,62279,304725,187349,121285,-1070,-3623,-6000,54384,26618,834,-65,769,792,-61936,102252,102219,102219,88.45%,-10.73%,37.66%,9041671,475476.53,45.31,-0.078,4.87,4.924,-3.854,60.797,57.971,50,14522726,-1070.687,4.9,42134.66,-0.36,0.17
'600555',海航创新,-0.076,4.24,0.01,1.218,0.00 ,-0.0118,0.31,-0.204,51.248,127.74,-80.261,-104.052,1.218,309848,155449,5381,33763,102036,49077,151113,158792,40357,-1537,-1488,-19528,137,-276,1364,0,1363,1363,-26632,130350,130350,97350,345.54%,-10.79%,57.98%,33638136,1795738.75,46.88,-0.285,4.144,4.02,-0.584,52.2,76.923,33.333,62670748,-705.711,4.515,167513.016,-0.582,0.31
'000729',燕京啤酒,-0.046,8.07,0.019,4.578,0.00 ,0.0583,1.63,1.265,71.002,0.826,3.353,32.167,4.578,1817414,644402,988997,94891,441676,1723,443399,1290405,459509,16420,-58912,-45673,327987,75758,11460,388,11849,5415,356415,281854,250945,250945,37.43%,-14.71%,26.05%,9391759,709937.63,43.75,-0.043,7.599,7.658,-17.833,52.318,98.446,41.667,58381908,-927.124,7.703,89707.797,-0.228,1.78
'300185',通裕重工,-0.049,2.15,0.0066,1.56,0.00 ,0.0062,0.353,0.174,50.866,29.572,9.489,21.845,1.559,1002062,489547,373727,51801,393930,64191,458121,509708,115330,2025,10255,-6113,68783,13878,3613,339,3952,2141,56784,326774,274143,274143,43.92%,-17.19%,25.34%,12041012,268393.13,42.19,-0.043,2.109,2.088,-12.926,32.543,97.222,33.333,33708076,-200.743,2.164,35067.055,-0.811,0.33
'600876',洛阳玻璃,-0.101,14.08,0.0073,2.335,0.00 ,-0.0492,3.642,-2.399,17.683,-66.963,-10.951,28.206,2.326,301194,101827,147462,26166,209627,38309,247935,53259,129728,-2753,-4011,-7019,24213,6329,862,8,871,407,-134283,55980,51177,26177,91.23%,-23.28%,29.87%,2388020,406951.13,45.31,-0.737,14.23,13.888,0.552,47.325,77.288,41.667,23713520,-1178.694,15.168,5043.24,-0.527,0.35
'603003',龙宇燃油,-0.123,10.82,0.0394,9.178,0.00 ,0.476,8.064,0.296,61.904,4.538,23.66,0.836,9.178,656789,533587,62028,36636,227819,5368,233186,406578,355726,21001,-13363,-21757,420518,3158,2206,9,2215,1719,14749,44111,44111,44111,45.54%,-26.41%,40.74%,2009045,225739.5,53.13,-0.296,10.438,10.39,-22.33,40.095,98.209,50,10349538,-873.914,10.872,15881.733,-0.483,2.77
'000752',西藏发展,-0.252,13.46,0.0127,3.003,0.00 ,0.404,0.0912,1.649,62.28,-8.056,-2.391,23.385,3.003,127181,54960,13792,525,15215,509,15724,79208,2406,10660,-550,-15730,9117,2070,1056,-0.044,1056,335,43504,26376,26375,26375,48.66%,-32.03%,50.39%,1283551,173253.02,50,-0.48,12.832,12.578,-31.702,27.899,93.489,33.333,57324040,-1226.986,13.553,16983.191,-0.69,5.15
'600366',宁波韵升,-0.231,8.006,0.0359,8.372,0.00 ,-0.16,1.128,5.843,76.04,-75.156,15.704,16.978,8.304,613193,320964,92150,12349,133664,3495,137158,466272,62804,-8919,15605,-1783,43808,6752,2059,304,2363,1997,325452,100253,98820,98820,33.52%,-35.98%,43.66%,3312020,536409.88,48.44,-0.36,7.677,7.586,-23.139,50.114,98.282,33.333,50094972,-1066.635,8.109,11031.752,-0.699,2.156
'300089',文化长城,-0.103,9.06,0.0157,5.411,0.00 ,-0.0432,3.661,0.682,66.566,5.146,-3.888,42.345,5.399,274735,102142,21921,31381,39053,52740,91792,182881,102657,-2115,5626,5361,10429,4314,979,22,1001,769,33396,48984,28742,28742,189.30%,-36.26%,43.96%,5440913,512585.75,43.75,-0.466,8.498,8.26,-23.44,46.399,99.474,50,7242497,-224.649,9.177,69236.906,-0.585,2.7
'300123',亚光科技,0.096,13.23,0.03,8.245,0.00 ,-0.261,6.631,0.588,69.18,528.682,44.299,30.22,8.232,667214,242648,93328,41253,169176,28175,197351,461579,371187,-14595,-277,-1358,21485,6220,2579,41,2620,1871,32926,55979,27658,27658,129.12%,19.48%,50.38%,3571291,464413.94,53.13,0.142,13.492,13.486,-8.107,31.593,94.34,41.667,8114090,-697.578,13.622,14845.795,-0.259,0.9
'002323',雅百特,-0.002,6.14,0.0047,1.152,0.00 ,0.0905,0.122,0.775,33.196,-73.162,-8.767,25.455,1.146,258708,232457,2062,5946,167612,5161,172773,85881,9061,6750,-607,-107,14214,3486,584,-6,578,354,57802,74573,31762,31762,246.02%,-11.94%,35.37%,7814183,514089.91,54.69,-0.18,6.241,6.14,-3.987,31.324,92.929,58.333,8902837,-506.049,6.618,20501.221,-0.241,0.35
'000404',华意压缩,-0.13,5.304,0.0187,4.52,0.00 ,-0.411,2.289,1.156,30.757,-75.235,12.633,11.378,4.52,1028668,798931,147393,29250,593417,16208,609626,316392,159313,-28612,53232,-1166,235560,25936,3900,37,3937,1304,82296,69600,69254,69254,59.35%,-21.55%,39.67%,4110431,233015.69,45.31,-0.12,5.153,5.149,-19.023,43.698,99.239,41.667,61913888,-1026.379,5.271,14580.088,-0.73,1.114
'000668',荣丰控股,-0.039,13.28,0.02,4.183,0.00 ,-0.2,0.548,1.875,24.193,124.787,2814.439,46.392,4.181,255117,247664,337,5,91107,94076,185183,61721,8047,-2931,-1099,13189,3035,994,267,7,273,255,27834,14684,14669,14669,31.61%,-23.90%,31.63%,463740,60741.84,43.75,-0.081,12.756,12.848,-16.779,43.04,98.746,41.667,7662787,-1364.86,12.774,3467.603,-0.266,2.59
'300495',美尚生态,-0.086,14.59,0.0199,4.792,0.00 ,-0.0679,2.543,1.273,43.172,259.461,51.469,26.89,4.779,673873,450180,6820,45,312162,70643,382804,290921,152786,-4078,-1022,-17008,24998,6627,1477,4,1482,1182,79483,60080,24289,24289,94.94%,-25.80%,33.46%,2306028,349208.63,43.75,-0.362,14.143,13.916,-17.217,23.197,97.183,41.667,1630107,-408.387,14.706,4978.167,-0.657,3.07
'300466',赛摩电气,-0.177,10.31,0.0103,2.53,0.00 ,-0.0521,1.109,0.381,78.871,12.083,16.864,43.907,2.529,178029,73149,18102,11331,30925,6400,37325,140413,61303,-2882,-1157,-4441,8050,3378,677,4,682,570,21631,55275,29356,29356,207.70%,-26.60%,45.02%,6097255,630805.44,54.69,-0.196,9.716,9.84,-24.186,43.1,99.281,41.667,2869056,-167.095,9.875,160631.563,-0.317,2.89
'002380',科远股份,-0.169,16.63,0.03,8.438,0.00 ,-0.0543,5.795,1.399,86.286,20.715,2.284,41.289,8.427,238848,190400,37148,6450,29367,1842,31209,206093,139075,-1302,-13053,-14355,8974,3519,942,35,977,835,37181,23999,14335,14335,102.62%,-27.64%,40.23%,1471043,256512.75,46.88,-0.56,16.761,16.246,-23.82,18.476,99.065,16.667,3345078,-2154.375,17.954,6764.114,-0.575,4.1
'300198',纳川股份,0.127,6.65,0.0064,1.604,0.00 ,-0.0285,0.136,0.431,50.705,146.898,56.266,19.788,1.596,326297,168652,36769,5610,104961,41243,146205,165448,14030,-2940,-5855,4537,27457,5299,752,60,812,664,44475,103155,74851,74851,142.28%,-7.13%,21.40%,10649764,662087.69,53.13,0.048,6.504,6.52,-8.55,47.86,100,66.667,12766654,-360.108,6.477,62520.254,0,0.78
'002674',兴业科技,-0.069,10.93,0.0311,7.313,0.00 ,0.156,4.495,1.5,86.455,-16.707,-19.994,9.441,7.313,272997,203784,53669,4318,35886,1093,36978,236019,135796,4719,-373,14761,33592,2922,1341,-199,1142,941,60423,30208,24042,24042,40.04%,-7.46%,30.96%,962664,97422.65,51.56,0.044,9.985,10.182,-18.061,60.171,99.623,58.333,6029199,-715.889,9.897,17314.816,-0.595,2.63
'300592',华凯创意,-0.077,15.56,0.0162,4.015,0.00 ,-0.0307,1.387,1.593,52.117,6374.23,30.178,27.995,4.015,95461,79155,5583,2644,39209,6501,45709,49752,16976,-375,-4227,-4751,6905,1870,292,1,293,198,20108,12238,8165,8165,162.45%,-14.12%,31.96%,1326515,201378.94,54.69,-0.137,14.944,15.1,-17.635,53.915,98.133,58.333,670236,-301.221,15.193,11902.017,-0.347,3.16
'000700',模塑科技,-0.144,4.39,0.013,3.061,0.00 ,0.12,,1.367,36.951,-86.581,1.095,20.566,3.059,721800,254327,179167,15524,347026,107271,454298,266713,0,9964,-30138,-11323,105316,20714,2396,-25,2371,1073,113060,82718,69738,69738,40.03%,-29.00%,37.80%,2791378,137082.95,53.13,-0.162,4.307,4.244,-16.991,36.086,98.99,33.333,38729732,-758.032,4.508,8842.448,-0.68,0.85
'002560',通达股份,-0.225,7.29,0.01,3.508,0.00 ,0.0222,1.642,0.846,67.105,30.316,27.198,9.559,3.508,225642,115881,23978,6041,44802,16782,61584,151417,70470,952,-4197,-11322,35757,3245,861,-1,860,613,37174,42914,27534,27534,130.77%,-34.56%,52.06%,3600647,262605.56,50,-0.18,6.825,6.74,-34.926,37.992,99.029,41.667,7991950,-570.255,7.042,16726.961,-0.619,2.87
'600579',天华院  ,0.029,10.29,0.011,2.828,0.00 ,-0.103,3.859,-2.102,70.5,945.792,31.489,22.803,2.828,164721,121738,19557,18829,45855,2738,48593,116128,158477,-4238,-1772,-6093,11060,2452,421,117,538,450,-86309,41064,41064,41064,132.34%,-7.86%,52.67%,5434301,596957.56,48.44,0.012,10.107,10.6,-6.324,50.532,61.494,41.667,15875519,-1095.833,9.868,64910.754,-0.031,0.53
'300328',宜安科技,-0.165,9.64,0.0074,2.555,0.00 ,-0.0596,0.994,0.493,64.683,-71.016,0.134,26.041,2.509,183925,102525,50366,3992,31452,25840,57292,118968,45776,-2741,-3922,35477,16563,4180,99,10,109,307,24090,46028,41028,41028,74.54%,-26.40%,36.80%,3058358,300913.75,43.75,-0.218,9.41,9.318,-21.451,34.654,95.385,33.333,4953416,-793.249,9.86,33615.637,-0.355,2.43
'300092',科新机电,-0.059,7.448,0.0093,2.309,0.00 ,-0.0631,1.113,0.263,79.68,106.562,36.665,17.958,2.309,68835,45818,19465,1602,13528,460,13987,54847,26435,-1498,-2,-1422,8584,1508,231,3,233,216,6237,23751,16710,16710,143.41%,-30.38%,40.89%,2396464,183751.66,57.81,-0.053,7.289,7.332,-16.606,47.238,97.699,58.333,7607942,-714.499,7.353,7956.714,-0.418,1.328
'600365',通葡股份,-0.274,7.31,0.01,1.73,0.00 ,-0.0903,1.37,-0.658,72.399,22.505,9.417,11.968,1.722,95564,63915,22483,40,18022,498,18520,69187,54791,-3613,-289,-13424,39510,4404,1621,4,1625,271,-26319,40000,40000,40000,93.63%,-47.98%,51.19%,3745236,287289.38,37.5,-0.288,6.775,6.666,-35.355,41.306,99.365,50,23940750,-714.99,7.08,37165.27,-0.741,2.96
'600410',XD华胜天,-0.174,11.317,0.017,4.414,0.00 ,-0.0631,2.306,1.04,43.403,311.179,-12.521,19.922,4.412,1123007,676345,44480,59157,529406,48083,577489,487414,254356,-6957,32945,-94706,83803,16319,2180,72,2252,1874,114656,110284,109389,109389,255.68%,-7.88%,52.75%,27968496,3275879.25,54.69,-0.281,11.243,10.92,-23.222,14.383,96.713,25,61314336,-1060.754,11.84,169339.203,-0.565,2.977
'600635',大众公用,-0.144,4.33,0.0094,2.471,0.00 ,0.053,0.369,0.588,35.777,-77.999,13.845,10.37,2.47,2039521,687760,382221,64962,775853,420562,1196415,729683,108946,15656,-101714,-155835,152993,14966,5440,-12,5428,2782,173703,295243,295243,241879,89.85%,-13.98%,47.87%,21733776,1050646.38,51.56,-0.131,4.228,4.194,-13.981,38.865,98.824,41.667,146940800,-1009.74,4.377,39096.898,-0.698,0.71
'600679',上海凤凰,-0.085,11.27,0.0126,3.325,0.00 ,-0.0626,1.896,0.21,75.043,-51.392,-42.752,16.266,3.258,178204,58997,13399,3816,31521,6744,38265,133729,76253,-2518,-7707,-14754,16417,2625,537,228,765,508,8448,40220,35824,18664,51.40%,-22.86%,47.63%,959316,127542.85,37.5,-0.512,11.474,11.528,11.713,74.045,10.353,50,23594788,-2116.884,11.866,19684.67,-0.224,2.03
'600992',贵绳股份,-0.097,9.38,0.0214,5.598,0.00 ,0.0139,3.429,0.904,60.581,3.183,23.367,12.784,5.598,227699,154142,24812,,80889,8868,89757,137942,84037,340,-2280,-3370,44270,5464,602,-1,601,524,22889,24509,24509,24509,75.51%,-24.15%,31.11%,1850772,180009.8,56.25,-0.265,9.222,9.138,-9.695,46.235,95.489,58.333,22961380,-981.042,9.638,4199.584,-0.333,1.15
'600722',金牛化工,-0.133,6.13,0.0051,1.352,0.00 ,0.027,2.418,-2.204,79.223,-73.397,-14.967,5.13,1.352,116121,88086,21166,2093,11268,71,11338,91995,164531,1838,-6702,-7895,19030,802,525,12,537,346,-149910,68032,68032,68032,74.16%,-30.08%,40.62%,5045037,317544.94,56.25,-0.151,5.895,5.912,-23.818,32.458,99.545,41.667,34882352,-1110.064,6.1,125985.227,-0.529,1.63
'002193',如意集团,-0.28,15.96,0.04,9.615,0.00 ,-0.199,6.097,2.25,55.44,78.902,13.026,19.78,9.615,458624,291924,118352,18744,166765,26592,193357,254260,159566,-5209,-2612,-14374,22607,4201,809,241,1050,966,61491,26172,23116,23116,44.65%,-40.05%,46.21%,1032044,165647.41,42.19,-0.61,15.074,14.732,-35.576,25.638,100,25,13741871,-1309.805,15.971,16871.41,-0.702,6.32
'002545',东方铁塔,-0.201,8.34,0.0206,5.433,0.00 ,-0.059,3.537,0.693,64.485,25.373,-10.756,30.237,5.419,1087843,237850,204279,387489,190578,192918,383496,701499,456624,-7612,5228,4359,37588,10068,3908,16,3923,2665,89516,129115,61845,61845,82.54%,-45.74%,48.92%,5104906,461376,45.31,-0.252,7.378,7.526,-22.611,51.419,97.518,50,7170580,-452.914,7.425,72190.539,-0.339,2.62
'600818',中路股份,0.028,15.24,0.007,1.947,0.00 ,-0.0565,0.104,0.526,63.693,-90.881,-8.935,16.104,1.922,98282,23537,8732,12772,28000,6198,34198,62599,3352,-1816,99,-3449,10953,1734,13,-57,-43,237,16912,32145,32145,23796,31.64%,-6.49%,27.73%,752999,125469.48,43.75,-0.429,15.482,15.236,-0.634,46.329,48.913,25,16812154,-2816.395,16.113,5325.603,-0.796,0.18
'300191',潜能恒信,0.085,21.72,0.013,3.601,0.00 ,-0.0055,1.717,0.664,91.932,145.068,643.401,65.003,3.598,125705,80588,17610,3924,4361,2163,6525,115562,54951,-177,-5983,-5504,3374,2130,623,10,632,416,21582,32000,20702,20702,112.70%,-7.60%,32.81%,2333028,493631.09,57.81,0.042,21.069,21.426,-7.279,48.269,80.697,41.667,9355679,-1508.389,21.14,27765.748,-0.153,2.61
'000420',吉林化纤,-0.002,2.67,0.0053,1.419,0.00 ,0.003,0.705,-0.382,41.772,-69.298,15.98,12.332,1.419,669645,173652,272854,22604,371205,19444,390650,279722,138956,596,-7021,6077,57899,6592,1036,-45,992,1038,-75355,197071,166331,166331,29.55%,-17.85%,23.57%,4914634,140317.92,37.5,-0.058,2.664,2.64,-7.982,26.373,100,33.333,64234816,-670.094,2.731,18940.092,-0.422,0.23
'300211',亿通科技,-0.061,6.63,0.0061,1.611,0.00 ,-0.0059,0.123,0.42,88.998,3.936,0.915,21.901,1.607,56483,35055,14838,1683,5953,261,6214,50269,3737,-177,-2268,-2470,4010,835,208,0,209,185,14217,30268,18570,18570,89.55%,-18.71%,27.30%,1663056,109279.68,51.56,-0.047,6.394,6.436,-18.105,42.821,97.191,50,4403126,-579.217,6.448,28967.328,-0.216,1.38
'300527',中国应急,-0.208,13.564,0.0085,2.27,0.00 ,-0.273,0.647,0.537,67.705,75.869,-6.321,14.419,2.27,295011,225833,36565,20765,89555,5720,95274,199737,90573,-23831,-1680,-25710,32542,4588,875,3,878,746,53027,87450,25808,25808,63.65%,-23.73%,47.82%,1642668,426298.88,40.63,-0.552,13.404,13.036,-22.99,38.474,94.975,25,1025077,-152.719,14.453,5303.448,-0.748,3.664
'600129',太极集团,-0.103,15.27,0.0209,5.694,0.00 ,0.0213,3.678,0.847,26.301,402.903,20.428,40.254,5.629,1205652,701547,225967,119579,696448,193618,890066,317104,204799,1184,-63990,57364,224990,87884,2290,-362,1927,1163,47165,55689,42689,42689,30.20%,-24.53%,26.95%,1289068,197743.03,45.31,-0.241,14.804,14.774,-16.395,38.656,98.542,50,30792856,-2153.796,15.083,12528.121,-0.558,2.86
'002837',英维克,-0.188,19.47,0.0134,4.444,0.00 ,-0.287,1.306,1.277,55.219,-78.903,15.11,34.665,4.439,121376,111753,1441,834,44406,9459,53865,67022,26458,-5821,-7676,-11887,13705,4639,325,21,346,288,25878,21509,6838,6838,435.05%,-25.53%,41.71%,2974701,616829.63,51.56,-0.468,19.114,19.48,-20.031,35.099,98.836,58.333,711746,-65.082,19.607,40459.063,-0.332,4.02
'603229',奥翔药业,-0.018,17.75,0.01,3.473,0.00 ,0.042,1.429,0.927,76.295,-83.289,28.055,44.731,3.473,74310,51032,16079,3651,17028,587,17615,56695,22865,673,-1695,3706,4988,2201,241,0,241,201,15959,16000,5398,5398,407.33%,-1.58%,62.67%,2198748,430911.31,50,-0.308,17.899,17.69,-12.238,42.462,82.824,41.667,-157500,-18.806,19.034,14198.611,-0.592,2.87
'002265',西仪股份,-0.147,13.35,0.011,3.065,0.00 ,0.2,1.796,0.164,63.968,-56.348,-7.912,17.904,3.059,152635,91810,38990,5036,41301,13535,54837,97638,57223,6366,-611,5812,22136,3723,425,16,441,350,5224,31857,30317,30317,224.56%,-4.27%,69.34%,6808172,1013431,50,-0.262,13.462,13.928,-19.507,34.692,98.273,50,21292800,-673.227,13.961,108376.93,-0.435,2.23
'300412',迦南科技,-0.108,10.64,0.01,2.992,0.00 ,-0.0989,1.366,0.667,63.571,-57.292,31.561,37.961,2.987,122462,86546,13776,2664,39889,1005,40894,77851,35542,-2573,-10645,-13188,7458,2739,32,2,34,279,17364,26019,22076,22076,114.16%,-7.56%,49.40%,2520140,268718.69,56.25,-0.015,10.139,10.43,-11.172,35.451,95.73,58.333,2111580,-679.985,10.296,42570.281,0.05,1.59
'300479',神思电子,-0.186,18.12,0.0092,3.276,0.00 ,-0.181,0.509,0.921,66.722,-78.115,14.383,33.177,3.241,61612,46696,7163,2229,17140,246,17386,41109,8144,-2888,-816,-3750,8633,2761,236,12,248,147,14742,16493,16000,16000,239.44%,-8.15%,64.32%,3831040,760616.25,43.75,-0.621,18.186,17.986,-18.234,41.26,93.398,16.667,1547080,-442.652,19.113,12088.054,-0.696,3.58
'300030',阳普医疗,-0.025,8.065,0.01,3.077,0.00 ,-0.0374,1.278,0.692,57.097,-41.271,13.257,46.199,3.056,167759,66497,28578,13002,23789,47338,71126,95785,39451,-1155,-5402,-10563,12401,5509,538,0,538,349,22144,30880,25437,25437,127.95%,-9.56%,39.77%,3254594,274636.97,57.81,-0.068,7.985,8.038,-11.552,47.789,94.224,50,6949268,-1110.644,8.102,23351.012,-0.225,1.005
